cod_local,local,cod_variavel,variavel,cod_periodo,periodo,valor
2509339,Matinhas - PB,112,Rendimento médio da produção,2023,2023,-
2509339,Matinhas - PB,215,Valor da produção,2023,2023,-
2509370,Mato Grosso - PB,109,Área plantada,2023,2023,-
2509370,Mato Grosso - PB,216,Área colhida,2023,2023,-
2509370,Mato Grosso - PB,214,Quantidade produzida,2023,2023,-
2509370,Mato Grosso - PB,112,Rendimento médio da produção,2023,2023,-
2509370,Mato Grosso - PB,215,Valor da produção,2023,2023,-
2509396,Maturéia - PB,109,Área plantada,2023,2023,-
2509396,Maturéia - PB,216,Área colhida,2023,2023,-
2509396,Maturéia - PB,214,Quantidade produzida,2023,2023,-
2509396,Maturéia - PB,112,Rendimento médio da produção,2023,2023,-
2509396,Maturéia - PB,215,Valor da produção,2023,2023,-
2509404,Mogeiro - PB,109,Área plantada,2023,2023,-
2509404,Mogeiro - PB,216,Área colhida,2023,2023,-
2509404,Mogeiro - PB,214,Quantidade produzida,2023,2023,-
2509404,Mogeiro - PB,112,Rendimento médio da produção,2023,2023,-
2509404,Mogeiro - PB,215,Valor da produção,2023,2023,-
2509503,Montadas - PB,109,Área plantada,2023,2023,-
2509503,Montadas - PB,216,Área colhida,2023,2023,-
2509503,Montadas - PB,214,Quantidade produzida,2023,2023,-
2509503,Montadas - PB,112,Rendimento médio da produção,2023,2023,-
2509503,Montadas - PB,215,Valor da produção,2023,2023,-
2509602,Monte Horebe - PB,109,Área plantada,2023,2023,-
2509602,Monte Horebe - PB,216,Área colhida,2023,2023,-
2509602,Monte Horebe - PB,214,Quantidade produzida,2023,2023,-
2509602,Monte Horebe - PB,112,Rendimento médio da produção,2023,2023,-
2509602,Monte Horebe - PB,215,Valor da produção,2023,2023,-
2509701,Monteiro - PB,109,Área plantada,2023,2023,-
2509701,Monteiro - PB,216,Área colhida,2023,2023,-
2509701,Monteiro - PB,214,Quantidade produzida,2023,2023,-
2509701,Monteiro - PB,112,Rendimento médio da produção,2023,2023,-
2509701,Monteiro - PB,215,Valor da produção,2023,2023,-
2509800,Mulungu - PB,109,Área plantada,2023,2023,-
2509800,Mulungu - PB,216,Área colhida,2023,2023,-
2509800,Mulungu - PB,214,Quantidade produzida,2023,2023,-
2509800,Mulungu - PB,112,Rendimento médio da produção,2023,2023,-
2509800,Mulungu - PB,215,Valor da produção,2023,2023,-
2509909,Natuba - PB,109,Área plantada,2023,2023,-
2509909,Natuba - PB,216,Área colhida,2023,2023,-
2509909,Natuba - PB,214,Quantidade produzida,2023,2023,-
2509909,Natuba - PB,112,Rendimento médio da produção,2023,2023,-
2509909,Natuba - PB,215,Valor da produção,2023,2023,-
2510006,Nazarezinho - PB,109,Área plantada,2023,2023,15
2510006,Nazarezinho - PB,216,Área colhida,2023,2023,15
2510006,Nazarezinho - PB,214,Quantidade produzida,2023,2023,600
2510006,Nazarezinho - PB,112,Rendimento médio da produção,2023,2023,40000
2510006,Nazarezinho - PB,215,Valor da produção,2023,2023,102
2510105,Nova Floresta - PB,109,Área plantada,2023,2023,-
2510105,Nova Floresta - PB,216,Área colhida,2023,2023,-
2510105,Nova Floresta - PB,214,Quantidade produzida,2023,2023,-
2510105,Nova Floresta - PB,112,Rendimento médio da produção,2023,2023,-
2510105,Nova Floresta - PB,215,Valor da produção,2023,2023,-
2510204,Nova Olinda - PB,109,Área plantada,2023,2023,2
2510204,Nova Olinda - PB,216,Área colhida,2023,2023,2
2510204,Nova Olinda - PB,214,Quantidade produzida,2023,2023,90
2510204,Nova Olinda - PB,112,Rendimento médio da produção,2023,2023,45000
2510204,Nova Olinda - PB,215,Valor da produção,2023,2023,14
2510303,Nova Palmeira - PB,109,Área plantada,2023,2023,-
2510303,Nova Palmeira - PB,216,Área colhida,2023,2023,-
2510303,Nova Palmeira - PB,214,Quantidade produzida,2023,2023,-
2510303,Nova Palmeira - PB,112,Rendimento médio da produção,2023,2023,-
2510303,Nova Palmeira - PB,215,Valor da produção,2023,2023,-
2510402,Olho d'Água - PB,109,Área plantada,2023,2023,8
2510402,Olho d'Água - PB,216,Área colhida,2023,2023,8
2510402,Olho d'Água - PB,214,Quantidade produzida,2023,2023,280
2510402,Olho d'Água - PB,112,Rendimento médio da produção,2023,2023,35000
2510402,Olho d'Água - PB,215,Valor da produção,2023,2023,42
2510501,Olivedos - PB,109,Área plantada,2023,2023,-
2510501,Olivedos - PB,216,Área colhida,2023,2023,-
2510501,Olivedos - PB,214,Quantidade produzida,2023,2023,-
2510501,Olivedos - PB,112,Rendimento médio da produção,2023,2023,-
2510501,Olivedos - PB,215,Valor da produção,2023,2023,-
2510600,Ouro Velho - PB,109,Área plantada,2023,2023,-
2510600,Ouro Velho - PB,216,Área colhida,2023,2023,-
2510600,Ouro Velho - PB,214,Quantidade produzida,2023,2023,-
2510600,Ouro Velho - PB,112,Rendimento médio da produção,2023,2023,-
2510600,Ouro Velho - PB,215,Valor da produção,2023,2023,-
2510659,Parari - PB,109,Área plantada,2023,2023,-
2510659,Parari - PB,216,Área colhida,2023,2023,-
2510659,Parari - PB,214,Quantidade produzida,2023,2023,-
2510659,Parari - PB,112,Rendimento médio da produção,2023,2023,-
2510659,Parari - PB,215,Valor da produção,2023,2023,-
2510709,Passagem - PB,109,Área plantada,2023,2023,-
2510709,Passagem - PB,216,Área colhida,2023,2023,-
2510709,Passagem - PB,214,Quantidade produzida,2023,2023,-
2510709,Passagem - PB,112,Rendimento médio da produção,2023,2023,-
2510709,Passagem - PB,215,Valor da produção,2023,2023,-
2510808,Patos - PB,109,Área plantada,2023,2023,2
2510808,Patos - PB,216,Área colhida,2023,2023,2
2510808,Patos - PB,214,Quantidade produzida,2023,2023,64
2510808,Patos - PB,112,Rendimento médio da produção,2023,2023,32000
2510808,Patos - PB,215,Valor da produção,2023,2023,10
2510907,Paulista - PB,109,Área plantada,2023,2023,20
2510907,Paulista - PB,216,Área colhida,2023,2023,20
2510907,Paulista - PB,214,Quantidade produzida,2023,2023,800
2510907,Paulista - PB,112,Rendimento médio da produção,2023,2023,40000
2510907,Paulista - PB,215,Valor da produção,2023,2023,128
2511004,Pedra Branca - PB,109,Área plantada,2023,2023,5
2511004,Pedra Branca - PB,216,Área colhida,2023,2023,5
2511004,Pedra Branca - PB,214,Quantidade produzida,2023,2023,225
2511004,Pedra Branca - PB,112,Rendimento médio da produção,2023,2023,45000
2511004,Pedra Branca - PB,215,Valor da produção,2023,2023,36
2511103,Pedra Lavrada - PB,109,Área plantada,2023,2023,-
2511103,Pedra Lavrada - PB,216,Área colhida,2023,2023,-
2511103,Pedra Lavrada - PB,214,Quantidade produzida,2023,2023,-
2511103,Pedra Lavrada - PB,112,Rendimento médio da produção,2023,2023,-
2511103,Pedra Lavrada - PB,215,Valor da produção,2023,2023,-
2511202,Pedras de Fogo - PB,109,Área plantada,2023,2023,18000
2511202,Pedras de Fogo - PB,216,Área colhida,2023,2023,18000
2511202,Pedras de Fogo - PB,214,Quantidade produzida,2023,2023,1170000
2511202,Pedras de Fogo - PB,112,Rendimento médio da produção,2023,2023,65000
2511202,Pedras de Fogo - PB,215,Valor da produção,2023,2023,187200
2511301,Piancó - PB,109,Área plantada,2023,2023,-
2511301,Piancó - PB,216,Área colhida,2023,2023,-
2511301,Piancó - PB,214,Quantidade produzida,2023,2023,-
2511301,Piancó - PB,112,Rendimento médio da produção,2023,2023,-
2511301,Piancó - PB,215,Valor da produção,2023,2023,-
2511400,Picuí - PB,109,Área plantada,2023,2023,-
2511400,Picuí - PB,216,Área colhida,2023,2023,-
2511400,Picuí - PB,214,Quantidade produzida,2023,2023,-
2511400,Picuí - PB,112,Rendimento médio da produção,2023,2023,-
2511400,Picuí - PB,215,Valor da produção,2023,2023,-
2511509,Pilar - PB,109,Área plantada,2023,2023,200
2511509,Pilar - PB,216,Área colhida,2023,2023,200
2511509,Pilar - PB,214,Quantidade produzida,2023,2023,13000
2511509,Pilar - PB,112,Rendimento médio da produção,2023,2023,65000
2511509,Pilar - PB,215,Valor da produção,2023,2023,2015
2511608,Pilões - PB,109,Área plantada,2023,2023,150
2511608,Pilões - PB,216,Área colhida,2023,2023,150
2511608,Pilões - PB,214,Quantidade produzida,2023,2023,8250
2511608,Pilões - PB,112,Rendimento médio da produção,2023,2023,55000
2511608,Pilões - PB,215,Valor da produção,2023,2023,1403
2511707,Pilõezinhos - PB,109,Área plantada,2023,2023,25
2511707,Pilõezinhos - PB,216,Área colhida,2023,2023,25
2511707,Pilõezinhos - PB,214,Quantidade produzida,2023,2023,1125
2511707,Pilõezinhos - PB,112,Rendimento médio da produção,2023,2023,45000
2511707,Pilõezinhos - PB,215,Valor da produção,2023,2023,191
2511806,Pirpirituba - PB,109,Área plantada,2023,2023,100
2511806,Pirpirituba - PB,216,Área colhida,2023,2023,100
2511806,Pirpirituba - PB,214,Quantidade produzida,2023,2023,6500
2511806,Pirpirituba - PB,112,Rendimento médio da produção,2023,2023,65000
2511806,Pirpirituba - PB,215,Valor da produção,2023,2023,1040
2511905,Pitimbu - PB,109,Área plantada,2023,2023,1200
2511905,Pitimbu - PB,216,Área colhida,2023,2023,1200
2511905,Pitimbu - PB,214,Quantidade produzida,2023,2023,78000
2511905,Pitimbu - PB,112,Rendimento médio da produção,2023,2023,65000
2511905,Pitimbu - PB,215,Valor da produção,2023,2023,13260
2512002,Pocinhos - PB,109,Área plantada,2023,2023,-
2512002,Pocinhos - PB,216,Área colhida,2023,2023,-
2512002,Pocinhos - PB,214,Quantidade produzida,2023,2023,-
2512002,Pocinhos - PB,112,Rendimento médio da produção,2023,2023,-
2512002,Pocinhos - PB,215,Valor da produção,2023,2023,-
2512036,Poço Dantas - PB,109,Área plantada,2023,2023,-
2512036,Poço Dantas - PB,216,Área colhida,2023,2023,-
2512036,Poço Dantas - PB,214,Quantidade produzida,2023,2023,-
2512036,Poço Dantas - PB,112,Rendimento médio da produção,2023,2023,-
2512036,Poço Dantas - PB,215,Valor da produção,2023,2023,-
2512077,Poço de José de Moura - PB,109,Área plantada,2023,2023,-
2512077,Poço de José de Moura - PB,216,Área colhida,2023,2023,-
2512077,Poço de José de Moura - PB,214,Quantidade produzida,2023,2023,-
2512077,Poço de José de Moura - PB,112,Rendimento médio da produção,2023,2023,-
2512077,Poço de José de Moura - PB,215,Valor da produção,2023,2023,-
2512101,Pombal - PB,109,Área plantada,2023,2023,-
2512101,Pombal - PB,216,Área colhida,2023,2023,-
2512101,Pombal - PB,214,Quantidade produzida,2023,2023,-
2512101,Pombal - PB,112,Rendimento médio da produção,2023,2023,-
2512101,Pombal - PB,215,Valor da produção,2023,2023,-
2512200,Prata - PB,109,Área plantada,2023,2023,-
2512200,Prata - PB,216,Área colhida,2023,2023,-
2512200,Prata - PB,214,Quantidade produzida,2023,2023,-
2512200,Prata - PB,112,Rendimento médio da produção,2023,2023,-
2512200,Prata - PB,215,Valor da produção,2023,2023,-
2512309,Princesa Isabel - PB,109,Área plantada,2023,2023,4
2512309,Princesa Isabel - PB,216,Área colhida,2023,2023,4
2512309,Princesa Isabel - PB,214,Quantidade produzida,2023,2023,184
2512309,Princesa Isabel - PB,112,Rendimento médio da produção,2023,2023,46000
2512309,Princesa Isabel - PB,215,Valor da produção,2023,2023,29
2512408,Puxinanã - PB,109,Área plantada,2023,2023,-
2512408,Puxinanã - PB,216,Área colhida,2023,2023,-
2512408,Puxinanã - PB,214,Quantidade produzida,2023,2023,-
2512408,Puxinanã - PB,112,Rendimento médio da produção,2023,2023,-
2512408,Puxinanã - PB,215,Valor da produção,2023,2023,-
2512507,Queimadas - PB,109,Área plantada,2023,2023,-
2512507,Queimadas - PB,216,Área colhida,2023,2023,-
2512507,Queimadas - PB,214,Quantidade produzida,2023,2023,-
2512507,Queimadas - PB,112,Rendimento médio da produção,2023,2023,-
2512507,Queimadas - PB,215,Valor da produção,2023,2023,-
2512606,Quixaba - PB,109,Área plantada,2023,2023,-
2512606,Quixaba - PB,216,Área colhida,2023,2023,-
2512606,Quixaba - PB,214,Quantidade produzida,2023,2023,-
2512606,Quixaba - PB,112,Rendimento médio da produção,2023,2023,-
2512606,Quixaba - PB,215,Valor da produção,2023,2023,-
2512705,Remígio - PB,109,Área plantada,2023,2023,-
2512705,Remígio - PB,216,Área colhida,2023,2023,-
2512705,Remígio - PB,214,Quantidade produzida,2023,2023,-
2512705,Remígio - PB,112,Rendimento médio da produção,2023,2023,-
2512705,Remígio - PB,215,Valor da produção,2023,2023,-
2512721,Pedro Régis - PB,109,Área plantada,2023,2023,250
2512721,Pedro Régis - PB,216,Área colhida,2023,2023,250
2512721,Pedro Régis - PB,214,Quantidade produzida,2023,2023,16250
2512721,Pedro Régis - PB,112,Rendimento médio da produção,2023,2023,65000
2512721,Pedro Régis - PB,215,Valor da produção,2023,2023,2519
2512747,Riachão - PB,109,Área plantada,2023,2023,-
2512747,Riachão - PB,216,Área colhida,2023,2023,-
2512747,Riachão - PB,214,Quantidade produzida,2023,2023,-
2512747,Riachão - PB,112,Rendimento médio da produção,2023,2023,-
2512747,Riachão - PB,215,Valor da produção,2023,2023,-
2512754,Riachão do Bacamarte - PB,109,Área plantada,2023,2023,-
2512754,Riachão do Bacamarte - PB,216,Área colhida,2023,2023,-
2512754,Riachão do Bacamarte - PB,214,Quantidade produzida,2023,2023,-
2512754,Riachão do Bacamarte - PB,112,Rendimento médio da produção,2023,2023,-
2512754,Riachão do Bacamarte - PB,215,Valor da produção,2023,2023,-
2512762,Riachão do Poço - PB,109,Área plantada,2023,2023,100
2512762,Riachão do Poço - PB,216,Área colhida,2023,2023,100
2512762,Riachão do Poço - PB,214,Quantidade produzida,2023,2023,6500
2512762,Riachão do Poço - PB,112,Rendimento médio da produção,2023,2023,65000
2512762,Riachão do Poço - PB,215,Valor da produção,2023,2023,1008
2512788,Riacho de Santo Antônio - PB,109,Área plantada,2023,2023,-
2512788,Riacho de Santo Antônio - PB,216,Área colhida,2023,2023,-
2512788,Riacho de Santo Antônio - PB,214,Quantidade produzida,2023,2023,-
2512788,Riacho de Santo Antônio - PB,112,Rendimento médio da produção,2023,2023,-
2512788,Riacho de Santo Antônio - PB,215,Valor da produção,2023,2023,-
2512804,Riacho dos Cavalos - PB,109,Área plantada,2023,2023,-
2512804,Riacho dos Cavalos - PB,216,Área colhida,2023,2023,-
2512804,Riacho dos Cavalos - PB,214,Quantidade produzida,2023,2023,-
2512804,Riacho dos Cavalos - PB,112,Rendimento médio da produção,2023,2023,-
2512804,Riacho dos Cavalos - PB,215,Valor da produção,2023,2023,-
2512903,Rio Tinto - PB,109,Área plantada,2023,2023,9600
2512903,Rio Tinto - PB,216,Área colhida,2023,2023,9600
2512903,Rio Tinto - PB,214,Quantidade produzida,2023,2023,624000
2512903,Rio Tinto - PB,112,Rendimento médio da produção,2023,2023,65000
2512903,Rio Tinto - PB,215,Valor da produção,2023,2023,99840
2513000,Salgadinho - PB,109,Área plantada,2023,2023,-
2513000,Salgadinho - PB,216,Área colhida,2023,2023,-
2513000,Salgadinho - PB,214,Quantidade produzida,2023,2023,-
2513000,Salgadinho - PB,112,Rendimento médio da produção,2023,2023,-
2513000,Salgadinho - PB,215,Valor da produção,2023,2023,-
2513109,Salgado de São Félix - PB,109,Área plantada,2023,2023,-
2513109,Salgado de São Félix - PB,216,Área colhida,2023,2023,-
2513109,Salgado de São Félix - PB,214,Quantidade produzida,2023,2023,-
2513109,Salgado de São Félix - PB,112,Rendimento médio da produção,2023,2023,-
2513109,Salgado de São Félix - PB,215,Valor da produção,2023,2023,-
2513158,Santa Cecília - PB,109,Área plantada,2023,2023,-
2513158,Santa Cecília - PB,216,Área colhida,2023,2023,-
2513158,Santa Cecília - PB,214,Quantidade produzida,2023,2023,-
2513158,Santa Cecília - PB,112,Rendimento médio da produção,2023,2023,-
2513158,Santa Cecília - PB,215,Valor da produção,2023,2023,-
2513208,Santa Cruz - PB,109,Área plantada,2023,2023,30
2513208,Santa Cruz - PB,216,Área colhida,2023,2023,30
2513208,Santa Cruz - PB,214,Quantidade produzida,2023,2023,1500
2513208,Santa Cruz - PB,112,Rendimento médio da produção,2023,2023,50000
2513208,Santa Cruz - PB,215,Valor da produção,2023,2023,263
2513307,Santa Helena - PB,109,Área plantada,2023,2023,-
2513307,Santa Helena - PB,216,Área colhida,2023,2023,-
2513307,Santa Helena - PB,214,Quantidade produzida,2023,2023,-
2513307,Santa Helena - PB,112,Rendimento médio da produção,2023,2023,-
2513307,Santa Helena - PB,215,Valor da produção,2023,2023,-
2513356,Santa Inês - PB,109,Área plantada,2023,2023,5
2513356,Santa Inês - PB,216,Área colhida,2023,2023,5
2513356,Santa Inês - PB,214,Quantidade produzida,2023,2023,210
2513356,Santa Inês - PB,112,Rendimento médio da produção,2023,2023,42000
2513356,Santa Inês - PB,215,Valor da produção,2023,2023,34
2513406,Santa Luzia - PB,109,Área plantada,2023,2023,-
2513406,Santa Luzia - PB,216,Área colhida,2023,2023,-
2513406,Santa Luzia - PB,214,Quantidade produzida,2023,2023,-
2513406,Santa Luzia - PB,112,Rendimento médio da produção,2023,2023,-
2513406,Santa Luzia - PB,215,Valor da produção,2023,2023,-
2513505,Santana de Mangueira - PB,109,Área plantada,2023,2023,5
2513505,Santana de Mangueira - PB,216,Área colhida,2023,2023,5
2513505,Santana de Mangueira - PB,214,Quantidade produzida,2023,2023,200
2513505,Santana de Mangueira - PB,112,Rendimento médio da produção,2023,2023,40000
2513505,Santana de Mangueira - PB,215,Valor da produção,2023,2023,30
2513604,Santana dos Garrotes - PB,109,Área plantada,2023,2023,-
2513604,Santana dos Garrotes - PB,216,Área colhida,2023,2023,-
2513604,Santana dos Garrotes - PB,214,Quantidade produzida,2023,2023,-
2513604,Santana dos Garrotes - PB,112,Rendimento médio da produção,2023,2023,-
2513604,Santana dos Garrotes - PB,215,Valor da produção,2023,2023,-
2513653,Joca Claudino - PB,109,Área plantada,2023,2023,-
2513653,Joca Claudino - PB,216,Área colhida,2023,2023,-
2513653,Joca Claudino - PB,214,Quantidade produzida,2023,2023,-
2513653,Joca Claudino - PB,112,Rendimento médio da produção,2023,2023,-
2513653,Joca Claudino - PB,215,Valor da produção,2023,2023,-
2513703,Santa Rita - PB,109,Área plantada,2023,2023,14600
2513703,Santa Rita - PB,216,Área colhida,2023,2023,14600
2513703,Santa Rita - PB,214,Quantidade produzida,2023,2023,949000
2513703,Santa Rita - PB,112,Rendimento médio da produção,2023,2023,65000
2513703,Santa Rita - PB,215,Valor da produção,2023,2023,159432
2513802,Santa Teresinha - PB,109,Área plantada,2023,2023,-
2513802,Santa Teresinha - PB,216,Área colhida,2023,2023,-
2513802,Santa Teresinha - PB,214,Quantidade produzida,2023,2023,-
2513802,Santa Teresinha - PB,112,Rendimento médio da produção,2023,2023,-
2513802,Santa Teresinha - PB,215,Valor da produção,2023,2023,-
2513851,Santo André - PB,109,Área plantada,2023,2023,-
2513851,Santo André - PB,216,Área colhida,2023,2023,-
2513851,Santo André - PB,214,Quantidade produzida,2023,2023,-
2513851,Santo André - PB,112,Rendimento médio da produção,2023,2023,-
2513851,Santo André - PB,215,Valor da produção,2023,2023,-
2513901,São Bento - PB,109,Área plantada,2023,2023,-
2513901,São Bento - PB,216,Área colhida,2023,2023,-
2513901,São Bento - PB,214,Quantidade produzida,2023,2023,-
2513901,São Bento - PB,112,Rendimento médio da produção,2023,2023,-
2513901,São Bento - PB,215,Valor da produção,2023,2023,-
2513927,São Bentinho - PB,109,Área plantada,2023,2023,-
2513927,São Bentinho - PB,216,Área colhida,2023,2023,-
2513927,São Bentinho - PB,214,Quantidade produzida,2023,2023,-
2513927,São Bentinho - PB,112,Rendimento médio da produção,2023,2023,-
2513927,São Bentinho - PB,215,Valor da produção,2023,2023,-
2513943,São Domingos do Cariri - PB,109,Área plantada,2023,2023,-
2513943,São Domingos do Cariri - PB,216,Área colhida,2023,2023,-
2513943,São Domingos do Cariri - PB,214,Quantidade produzida,2023,2023,-
2513943,São Domingos do Cariri - PB,112,Rendimento médio da produção,2023,2023,-
2513943,São Domingos do Cariri - PB,215,Valor da produção,2023,2023,-
2513968,São Domingos - PB,109,Área plantada,2023,2023,-
2513968,São Domingos - PB,216,Área colhida,2023,2023,-
2513968,São Domingos - PB,214,Quantidade produzida,2023,2023,-
2513968,São Domingos - PB,112,Rendimento médio da produção,2023,2023,-
2513968,São Domingos - PB,215,Valor da produção,2023,2023,-
2513984,São Francisco - PB,109,Área plantada,2023,2023,-
2513984,São Francisco - PB,216,Área colhida,2023,2023,-
2513984,São Francisco - PB,214,Quantidade produzida,2023,2023,-
2513984,São Francisco - PB,112,Rendimento médio da produção,2023,2023,-
2513984,São Francisco - PB,215,Valor da produção,2023,2023,-
2514008,São João do Cariri - PB,109,Área plantada,2023,2023,-
2514008,São João do Cariri - PB,216,Área colhida,2023,2023,-
2514008,São João do Cariri - PB,214,Quantidade produzida,2023,2023,-
2514008,São João do Cariri - PB,112,Rendimento médio da produção,2023,2023,-
2514008,São João do Cariri - PB,215,Valor da produção,2023,2023,-
2514107,São João do Tigre - PB,109,Área plantada,2023,2023,-
2514107,São João do Tigre - PB,216,Área colhida,2023,2023,-
2514107,São João do Tigre - PB,214,Quantidade produzida,2023,2023,-
2514107,São João do Tigre - PB,112,Rendimento médio da produção,2023,2023,-
2514107,São João do Tigre - PB,215,Valor da produção,2023,2023,-
2514206,São José da Lagoa Tapada - PB,109,Área plantada,2023,2023,15
2514206,São José da Lagoa Tapada - PB,216,Área colhida,2023,2023,15
2514206,São José da Lagoa Tapada - PB,214,Quantidade produzida,2023,2023,750
2514206,São José da Lagoa Tapada - PB,112,Rendimento médio da produção,2023,2023,50000
2514206,São José da Lagoa Tapada - PB,215,Valor da produção,2023,2023,128
2514305,São José de Caiana - PB,109,Área plantada,2023,2023,4
2514305,São José de Caiana - PB,216,Área colhida,2023,2023,4
2514305,São José de Caiana - PB,214,Quantidade produzida,2023,2023,160
2514305,São José de Caiana - PB,112,Rendimento médio da produção,2023,2023,40000
2514305,São José de Caiana - PB,215,Valor da produção,2023,2023,24
2514404,São José de Espinharas - PB,109,Área plantada,2023,2023,-
2514404,São José de Espinharas - PB,216,Área colhida,2023,2023,-
2514404,São José de Espinharas - PB,214,Quantidade produzida,2023,2023,-
2514404,São José de Espinharas - PB,112,Rendimento médio da produção,2023,2023,-
2514404,São José de Espinharas - PB,215,Valor da produção,2023,2023,-
2514453,São José dos Ramos - PB,109,Área plantada,2023,2023,80
2514453,São José dos Ramos - PB,216,Área colhida,2023,2023,80
2514453,São José dos Ramos - PB,214,Quantidade produzida,2023,2023,4000
2514453,São José dos Ramos - PB,112,Rendimento médio da produção,2023,2023,50000
2514453,São José dos Ramos - PB,215,Valor da produção,2023,2023,680
2514503,São José de Piranhas - PB,109,Área plantada,2023,2023,10
2514503,São José de Piranhas - PB,216,Área colhida,2023,2023,10
2514503,São José de Piranhas - PB,214,Quantidade produzida,2023,2023,400
2514503,São José de Piranhas - PB,112,Rendimento médio da produção,2023,2023,40000
2514503,São José de Piranhas - PB,215,Valor da produção,2023,2023,64
2514552,São José de Princesa - PB,109,Área plantada,2023,2023,40
2514552,São José de Princesa - PB,216,Área colhida,2023,2023,40
2514552,São José de Princesa - PB,214,Quantidade produzida,2023,2023,1600
2514552,São José de Princesa - PB,112,Rendimento médio da produção,2023,2023,40000
2514552,São José de Princesa - PB,215,Valor da produção,2023,2023,256
2514602,São José do Bonfim - PB,109,Área plantada,2023,2023,-
2514602,São José do Bonfim - PB,216,Área colhida,2023,2023,-
2514602,São José do Bonfim - PB,214,Quantidade produzida,2023,2023,-
2514602,São José do Bonfim - PB,112,Rendimento médio da produção,2023,2023,-
2514602,São José do Bonfim - PB,215,Valor da produção,2023,2023,-
2514651,São José do Brejo do Cruz - PB,109,Área plantada,2023,2023,-
2514651,São José do Brejo do Cruz - PB,216,Área colhida,2023,2023,-
2514651,São José do Brejo do Cruz - PB,214,Quantidade produzida,2023,2023,-
2514651,São José do Brejo do Cruz - PB,112,Rendimento médio da produção,2023,2023,-
2514651,São José do Brejo do Cruz - PB,215,Valor da produção,2023,2023,-
2514701,São José do Sabugi - PB,109,Área plantada,2023,2023,-
2514701,São José do Sabugi - PB,216,Área colhida,2023,2023,-
2514701,São José do Sabugi - PB,214,Quantidade produzida,2023,2023,-
2514701,São José do Sabugi - PB,112,Rendimento médio da produção,2023,2023,-
2514701,São José do Sabugi - PB,215,Valor da produção,2023,2023,-
2514800,São José dos Cordeiros - PB,109,Área plantada,2023,2023,-
2514800,São José dos Cordeiros - PB,216,Área colhida,2023,2023,-
2514800,São José dos Cordeiros - PB,214,Quantidade produzida,2023,2023,-
2514800,São José dos Cordeiros - PB,112,Rendimento médio da produção,2023,2023,-
2514800,São José dos Cordeiros - PB,215,Valor da produção,2023,2023,-
2514909,São Mamede - PB,109,Área plantada,2023,2023,-
2514909,São Mamede - PB,216,Área colhida,2023,2023,-
2514909,São Mamede - PB,214,Quantidade produzida,2023,2023,-
2514909,São Mamede - PB,112,Rendimento médio da produção,2023,2023,-
2514909,São Mamede - PB,215,Valor da produção,2023,2023,-
2515005,São Miguel de Taipu - PB,109,Área plantada,2023,2023,120
2515005,São Miguel de Taipu - PB,216,Área colhida,2023,2023,120
2515005,São Miguel de Taipu - PB,214,Quantidade produzida,2023,2023,6000
2515005,São Miguel de Taipu - PB,112,Rendimento médio da produção,2023,2023,50000
2515005,São Miguel de Taipu - PB,215,Valor da produção,2023,2023,1020
2515104,São Sebastião de Lagoa de Roça - PB,109,Área plantada,2023,2023,-
2515104,São Sebastião de Lagoa de Roça - PB,216,Área colhida,2023,2023,-
2515104,São Sebastião de Lagoa de Roça - PB,214,Quantidade produzida,2023,2023,-
2515104,São Sebastião de Lagoa de Roça - PB,112,Rendimento médio da produção,2023,2023,-
2515104,São Sebastião de Lagoa de Roça - PB,215,Valor da produção,2023,2023,-
2515203,São Sebastião do Umbuzeiro - PB,109,Área plantada,2023,2023,-
2515203,São Sebastião do Umbuzeiro - PB,216,Área colhida,2023,2023,-
2515203,São Sebastião do Umbuzeiro - PB,214,Quantidade produzida,2023,2023,-
2515203,São Sebastião do Umbuzeiro - PB,112,Rendimento médio da produção,2023,2023,-
2515203,São Sebastião do Umbuzeiro - PB,215,Valor da produção,2023,2023,-
2515302,Sapé - PB,109,Área plantada,2023,2023,10300
2515302,Sapé - PB,216,Área colhida,2023,2023,10300
2515302,Sapé - PB,214,Quantidade produzida,2023,2023,669500
2515302,Sapé - PB,112,Rendimento médio da produção,2023,2023,65000
2515302,Sapé - PB,215,Valor da produção,2023,2023,107120
2515401,São Vicente do Seridó - PB,109,Área plantada,2023,2023,-
2515401,São Vicente do Seridó - PB,216,Área colhida,2023,2023,-
2515401,São Vicente do Seridó - PB,214,Quantidade produzida,2023,2023,-
2515401,São Vicente do Seridó - PB,112,Rendimento médio da produção,2023,2023,-
2515401,São Vicente do Seridó - PB,215,Valor da produção,2023,2023,-
2515500,Serra Branca - PB,109,Área plantada,2023,2023,-
2515500,Serra Branca - PB,216,Área colhida,2023,2023,-
2515500,Serra Branca - PB,214,Quantidade produzida,2023,2023,-
2515500,Serra Branca - PB,112,Rendimento médio da produção,2023,2023,-
2515500,Serra Branca - PB,215,Valor da produção,2023,2023,-
2515609,Serra da Raiz - PB,109,Área plantada,2023,2023,60
2515609,Serra da Raiz - PB,216,Área colhida,2023,2023,60
2515609,Serra da Raiz - PB,214,Quantidade produzida,2023,2023,3000
2515609,Serra da Raiz - PB,112,Rendimento médio da produção,2023,2023,50000
2515609,Serra da Raiz - PB,215,Valor da produção,2023,2023,480
2515708,Serra Grande - PB,109,Área plantada,2023,2023,5
2515708,Serra Grande - PB,216,Área colhida,2023,2023,5
